exercicio1

mysql> SELECT * FROM DimCustomer;
+-------------+-----------+----------+------------------+------------+--------------+-------------------+
| CustomerKey | FirstName | LastName | EmailAddress     | BirthDate  | CustomerType | DateFirstPurchase |
+-------------+-----------+----------+------------------+------------+--------------+-------------------+
|           1 | João      | Silva    | joao@email.com   | 1990-05-10 | Person       | 2022-01-01        |
|           2 | Maria     | Oliveira | maria@email.com  | 1985-08-22 | Person       | 2023-03-15        |
|           3 | Carlos    | Souza    | carlos@email.com | 1979-11-03 | Company      | 2021-12-11        |
+-------------+-----------+----------+------------------+------------+--------------+-------------------+
3 rows in set (0.00 sec)

mysql> SELECT
    ->
    ->         CustomerType,
    ->
    ->         COUNT(*) Total_Clientes
    ->
    -> FROM DimCustomer
    ->
    -> GROUP BY CustomerType;
+--------------+----------------+
| CustomerType | Total_Clientes |
+--------------+----------------+
| Person       |              2 |
| Company      |              1 |
+--------------+----------------+
2 rows in set (0.00 sec)

exercicio2 

mysql> SELECT * FROM DimEmployee;
ERROR 1146 (42S02): Table 'contoso.dimemployee' doesn't exist
mysql> SELECT
    ->
    ->         DepartmentName,
    ->
    ->         COUNT(*) Total_Funcionarios
    ->
    -> FROM DimEmployee
    ->
    -> GROUP BY DepartmentName;
ERROR 1146 (42S02): Table 'contoso.dimemployee' doesn't exist
mysql>


exercicio3

mysql> SELECT * FROM DimProduct;
+------------+--------------+----------------+-------------------+
| ProductKey | ProductName  | BrandName      | Manufacturer      |
|        404 | Produto 404  | Marca Genérica | Fabricante Padrão |
|        405 | Produto 405  | Marca Genérica | Fabricante Padrão |
|        406 | Produto 406  | Marca Genérica | Fabricante Padrão |
|        407 | Produto 407  | Marca Genérica | Fabricante Padrão |
|        408 | Produto 408  | Marca Genérica | Fabricante Padrão |
|        409 | Produto 409  | Marca Genérica | Fabricante Padrão |
|        410 | Produto 410  | Marca Genérica | Fabricante Padrão |
|        411 | Produto 411  | Marca Genérica | Fabricante Padrão |
|        412 | Produto 412  | Marca Genérica | Fabricante Padrão |
|        413 | Produto 413  | Marca Genérica | Fabricante Padrão |
|        414 | Produto 414  | Marca Genérica | Fabricante Padrão |
|        415 | Produto 415  | Marca Genérica | Fabricante Padrão |
|        416 | Produto 416  | Marca Genérica | Fabricante Padrão |
|        417 | Produto 417  | Marca Genérica | Fabricante Padrão |
|        418 | Produto 418  | Marca Genérica | Fabricante Padrão |
|        419 | Produto 419  | Marca Genérica | Fabricante Padrão |
|        420 | Produto 420  | Marca Genérica | Fabricante Padrão |
|        421 | Produto 421  | Marca Genérica | Fabricante Padrão |
|        422 | Produto 422  | Marca Genérica | Fabricante Padrão |
|        423 | Produto 423  | Marca Genérica | Fabricante Padrão |
|        424 | Produto 424  | Marca Genérica | Fabricante Padrão |
|        425 | Produto 425  | Marca Genérica | Fabricante Padrão |
|        426 | Produto 426  | Marca Genérica | Fabricante Padrão |
|        427 | Produto 427  | Marca Genérica | Fabricante Padrão |
|        428 | Produto 428  | Marca Genérica | Fabricante Padrão |
|        429 | Produto 429  | Marca Genérica | Fabricante Padrão |
|        430 | Produto 430  | Marca Genérica | Fabricante Padrão |
|        431 | Produto 431  | Marca Genérica | Fabricante Padrão |
|        432 | Produto 432  | Marca Genérica | Fabricante Padrão |
|        433 | Produto 433  | Marca Genérica | Fabricante Padrão |
|        434 | Produto 434  | Marca Genérica | Fabricante Padrão |
|        435 | Produto 435  | Marca Genérica | Fabricante Padrão |
|        436 | Produto 436  | Marca Genérica | Fabricante Padrão |
|        437 | Produto 437  | Marca Genérica | Fabricante Padrão |
|        438 | Produto 438  | Marca Genérica | Fabricante Padrão |
|        439 | Produto 439  | Marca Genérica | Fabricante Padrão |
|        440 | Produto 440  | Marca Genérica | Fabricante Padrão |
|        441 | Produto 441  | Marca Genérica | Fabricante Padrão |
|        442 | Produto 442  | Marca Genérica | Fabricante Padrão |
|        443 | Produto 443  | Marca Genérica | Fabricante Padrão |
|        444 | Produto 444  | Marca Genérica | Fabricante Padrão |
|        445 | Produto 445  | Marca Genérica | Fabricante Padrão |
|        446 | Produto 446  | Marca Genérica | Fabricante Padrão |
|        447 | Produto 447  | Marca Genérica | Fabricante Padrão |
|        448 | Produto 448  | Marca Genérica | Fabricante Padrão |
|        449 | Produto 449  | Marca Genérica | Fabricante Padrão |
|        450 | Produto 450  | Marca Genérica | Fabricante Padrão |
|        451 | Produto 451  | Marca Genérica | Fabricante Padrão |
|        452 | Produto 452  | Marca Genérica | Fabricante Padrão |
|        453 | Produto 453  | Marca Genérica | Fabricante Padrão |
|        454 | Produto 454  | Marca Genérica | Fabricante Padrão |
|        455 | Produto 455  | Marca Genérica | Fabricante Padrão |
|        456 | Produto 456  | Marca Genérica | Fabricante Padrão |
|        457 | Produto 457  | Marca Genérica | Fabricante Padrão |
|        458 | Produto 458  | Marca Genérica | Fabricante Padrão |
|        459 | Produto 459  | Marca Genérica | Fabricante Padrão |
|        460 | Produto 460  | Marca Genérica | Fabricante Padrão |
|        461 | Produto 461  | Marca Genérica | Fabricante Padrão |
|        462 | Produto 462  | Marca Genérica | Fabricante Padrão |
|        463 | Produto 463  | Marca Genérica | Fabricante Padrão |
|        464 | Produto 464  | Marca Genérica | Fabricante Padrão |
|        465 | Produto 465  | Marca Genérica | Fabricante Padrão |
|        466 | Produto 466  | Marca Genérica | Fabricante Padrão |
|        467 | Produto 467  | Marca Genérica | Fabricante Padrão |
|        468 | Produto 468  | Marca Genérica | Fabricante Padrão |
|        469 | Produto 469  | Marca Genérica | Fabricante Padrão |
|        470 | Produto 470  | Marca Genérica | Fabricante Padrão |
|        471 | Produto 471  | Marca Genérica | Fabricante Padrão |
|        472 | Produto 472  | Marca Genérica | Fabricante Padrão |
|        473 | Produto 473  | Marca Genérica | Fabricante Padrão |
|        474 | Produto 474  | Marca Genérica | Fabricante Padrão |
|        475 | Produto 475  | Marca Genérica | Fabricante Padrão |
|        476 | Produto 476  | Marca Genérica | Fabricante Padrão |
|        477 | Produto 477  | Marca Genérica | Fabricante Padrão |
|        478 | Produto 478  | Marca Genérica | Fabricante Padrão |
|        479 | Produto 479  | Marca Genérica | Fabricante Padrão |
|        480 | Produto 480  | Marca Genérica | Fabricante Padrão |
|        481 | Produto 481  | Marca Genérica | Fabricante Padrão |
|        482 | Produto 482  | Marca Genérica | Fabricante Padrão |
|        483 | Produto 483  | Marca Genérica | Fabricante Padrão |
|        484 | Produto 484  | Marca Genérica | Fabricante Padrão |
|        485 | Produto 485  | Marca Genérica | Fabricante Padrão |
|        486 | Produto 486  | Marca Genérica | Fabricante Padrão |
|        487 | Produto 487  | Marca Genérica | Fabricante Padrão |
|        488 | Produto 488  | Marca Genérica | Fabricante Padrão |
|        489 | Produto 489  | Marca Genérica | Fabricante Padrão |
|        490 | Produto 490  | Marca Genérica | Fabricante Padrão |
|        491 | Produto 491  | Marca Genérica | Fabricante Padrão |
|        492 | Produto 492  | Marca Genérica | Fabricante Padrão |
|        493 | Produto 493  | Marca Genérica | Fabricante Padrão |
|        494 | Produto 494  | Marca Genérica | Fabricante Padrão |
|        495 | Produto 495  | Marca Genérica | Fabricante Padrão |
|        496 | Produto 496  | Marca Genérica | Fabricante Padrão |
|        497 | Produto 497  | Marca Genérica | Fabricante Padrão |
|        498 | Produto 498  | Marca Genérica | Fabricante Padrão |
|        499 | Produto 499  | Marca Genérica | Fabricante Padrão |
|        500 | Produto 500  | Marca Genérica | Fabricante Padrão |
|        501 | Produto 501  | Marca Genérica | Fabricante Padrão |
|        502 | Produto 502  | Marca Genérica | Fabricante Padrão |
|        503 | Produto 503  | Marca Genérica | Fabricante Padrão |
|        504 | Produto 504  | Marca Genérica | Fabricante Padrão |
|        505 | Produto 505  | Marca Genérica | Fabricante Padrão |
|        506 | Produto 506  | Marca Genérica | Fabricante Padrão |
|        507 | Produto 507  | Marca Genérica | Fabricante Padrão |
|        508 | Produto 508  | Marca Genérica | Fabricante Padrão |
|        509 | Produto 509  | Marca Genérica | Fabricante Padrão |
|        510 | Produto 510  | Marca Genérica | Fabricante Padrão |
|        511 | Produto 511  | Marca Genérica | Fabricante Padrão |
|        512 | Produto 512  | Marca Genérica | Fabricante Padrão |
|        513 | Produto 513  | Marca Genérica | Fabricante Padrão |
|        514 | Produto 514  | Marca Genérica | Fabricante Padrão |
|        515 | Produto 515  | Marca Genérica | Fabricante Padrão |
|        516 | Produto 516  | Marca Genérica | Fabricante Padrão |
|        517 | Produto 517  | Marca Genérica | Fabricante Padrão |
|        518 | Produto 518  | Marca Genérica | Fabricante Padrão |
|        519 | Produto 519  | Marca Genérica | Fabricante Padrão |
|        520 | Produto 520  | Marca Genérica | Fabricante Padrão |
|        521 | Produto 521  | Marca Genérica | Fabricante Padrão |
|        522 | Produto 522  | Marca Genérica | Fabricante Padrão |
|        523 | Produto 523  | Marca Genérica | Fabricante Padrão |
|        524 | Produto 524  | Marca Genérica | Fabricante Padrão |
|        525 | Produto 525  | Marca Genérica | Fabricante Padrão |
|        526 | Produto 526  | Marca Genérica | Fabricante Padrão |
|        527 | Produto 527  | Marca Genérica | Fabricante Padrão |
|        528 | Produto 528  | Marca Genérica | Fabricante Padrão |
|        529 | Produto 529  | Marca Genérica | Fabricante Padrão |
|        530 | Produto 530  | Marca Genérica | Fabricante Padrão |
|        531 | Produto 531  | Marca Genérica | Fabricante Padrão |
|        532 | Produto 532  | Marca Genérica | Fabricante Padrão |
|        533 | Produto 533  | Marca Genérica | Fabricante Padrão |
|        534 | Produto 534  | Marca Genérica | Fabricante Padrão |
|        535 | Produto 535  | Marca Genérica | Fabricante Padrão |
|        536 | Produto 536  | Marca Genérica | Fabricante Padrão |
|        537 | Produto 537  | Marca Genérica | Fabricante Padrão |
|        538 | Produto 538  | Marca Genérica | Fabricante Padrão |
|        539 | Produto 539  | Marca Genérica | Fabricante Padrão |
|        540 | Produto 540  | Marca Genérica | Fabricante Padrão |
|        541 | Produto 541  | Marca Genérica | Fabricante Padrão |
|        542 | Produto 542  | Marca Genérica | Fabricante Padrão |
|        543 | Produto 543  | Marca Genérica | Fabricante Padrão |
|        544 | Produto 544  | Marca Genérica | Fabricante Padrão |
|        545 | Produto 545  | Marca Genérica | Fabricante Padrão |
|        546 | Produto 546  | Marca Genérica | Fabricante Padrão |
|        547 | Produto 547  | Marca Genérica | Fabricante Padrão |
|        548 | Produto 548  | Marca Genérica | Fabricante Padrão |
|        549 | Produto 549  | Marca Genérica | Fabricante Padrão |
|        550 | Produto 550  | Marca Genérica | Fabricante Padrão |
|        551 | Produto 551  | Marca Genérica | Fabricante Padrão |
|        552 | Produto 552  | Marca Genérica | Fabricante Padrão |
|        553 | Produto 553  | Marca Genérica | Fabricante Padrão |
|        554 | Produto 554  | Marca Genérica | Fabricante Padrão |
|        555 | Produto 555  | Marca Genérica | Fabricante Padrão |
|        556 | Produto 556  | Marca Genérica | Fabricante Padrão |
|        557 | Produto 557  | Marca Genérica | Fabricante Padrão |
|        558 | Produto 558  | Marca Genérica | Fabricante Padrão |
|        559 | Produto 559  | Marca Genérica | Fabricante Padrão |
|        560 | Produto 560  | Marca Genérica | Fabricante Padrão |
|        561 | Produto 561  | Marca Genérica | Fabricante Padrão |
|        562 | Produto 562  | Marca Genérica | Fabricante Padrão |
|        563 | Produto 563  | Marca Genérica | Fabricante Padrão |
|        564 | Produto 564  | Marca Genérica | Fabricante Padrão |
|        565 | Produto 565  | Marca Genérica | Fabricante Padrão |
|        566 | Produto 566  | Marca Genérica | Fabricante Padrão |
|        567 | Produto 567  | Marca Genérica | Fabricante Padrão |
|        568 | Produto 568  | Marca Genérica | Fabricante Padrão |
|        569 | Produto 569  | Marca Genérica | Fabricante Padrão |
|        570 | Produto 570  | Marca Genérica | Fabricante Padrão |
|        571 | Produto 571  | Marca Genérica | Fabricante Padrão |
|        572 | Produto 572  | Marca Genérica | Fabricante Padrão |
|        573 | Produto 573  | Marca Genérica | Fabricante Padrão |
|        574 | Produto 574  | Marca Genérica | Fabricante Padrão |
|        575 | Produto 575  | Marca Genérica | Fabricante Padrão |
|        576 | Produto 576  | Marca Genérica | Fabricante Padrão |
|        577 | Produto 577  | Marca Genérica | Fabricante Padrão |
|        578 | Produto 578  | Marca Genérica | Fabricante Padrão |
|        579 | Produto 579  | Marca Genérica | Fabricante Padrão |
|        580 | Produto 580  | Marca Genérica | Fabricante Padrão |
|        581 | Produto 581  | Marca Genérica | Fabricante Padrão |
|        582 | Produto 582  | Marca Genérica | Fabricante Padrão |
|        583 | Produto 583  | Marca Genérica | Fabricante Padrão |
|        584 | Produto 584  | Marca Genérica | Fabricante Padrão |
|        585 | Produto 585  | Marca Genérica | Fabricante Padrão |
|        586 | Produto 586  | Marca Genérica | Fabricante Padrão |
|        587 | Produto 587  | Marca Genérica | Fabricante Padrão |
|        588 | Produto 588  | Marca Genérica | Fabricante Padrão |
|        589 | Produto 589  | Marca Genérica | Fabricante Padrão |
|        590 | Produto 590  | Marca Genérica | Fabricante Padrão |
|        591 | Produto 591  | Marca Genérica | Fabricante Padrão |
|        592 | Produto 592  | Marca Genérica | Fabricante Padrão |
|        593 | Produto 593  | Marca Genérica | Fabricante Padrão |
|        594 | Produto 594  | Marca Genérica | Fabricante Padrão |
|        595 | Produto 595  | Marca Genérica | Fabricante Padrão |
|        596 | Produto 596  | Marca Genérica | Fabricante Padrão |
|        597 | Produto 597  | Marca Genérica | Fabricante Padrão |
|        598 | Produto 598  | Marca Genérica | Fabricante Padrão |
|        599 | Produto 599  | Marca Genérica | Fabricante Padrão |
|        600 | Produto 600  | Marca Genérica | Fabricante Padrão |
|        601 | Produto 601  | Marca Genérica | Fabricante Padrão |
|        602 | Produto 602  | Marca Genérica | Fabricante Padrão |
|        603 | Produto 603  | Marca Genérica | Fabricante Padrão |
|        604 | Produto 604  | Marca Genérica | Fabricante Padrão |
|        605 | Produto 605  | Marca Genérica | Fabricante Padrão |
|        606 | Produto 606  | Marca Genérica | Fabricante Padrão |
|        607 | Produto 607  | Marca Genérica | Fabricante Padrão |
|        608 | Produto 608  | Marca Genérica | Fabricante Padrão |
|        609 | Produto 609  | Marca Genérica | Fabricante Padrão |
|        610 | Produto 610  | Marca Genérica | Fabricante Padrão |
|        611 | Produto 611  | Marca Genérica | Fabricante Padrão |
|        612 | Produto 612  | Marca Genérica | Fabricante Padrão |
|        613 | Produto 613  | Marca Genérica | Fabricante Padrão |
|        614 | Produto 614  | Marca Genérica | Fabricante Padrão |
|        615 | Produto 615  | Marca Genérica | Fabricante Padrão |
|        616 | Produto 616  | Marca Genérica | Fabricante Padrão |
|        617 | Produto 617  | Marca Genérica | Fabricante Padrão |
|        618 | Produto 618  | Marca Genérica | Fabricante Padrão |
|        619 | Produto 619  | Marca Genérica | Fabricante Padrão |
|        620 | Produto 620  | Marca Genérica | Fabricante Padrão |
|        621 | Produto 621  | Marca Genérica | Fabricante Padrão |
|        622 | Produto 622  | Marca Genérica | Fabricante Padrão |
|        623 | Produto 623  | Marca Genérica | Fabricante Padrão |
|        624 | Produto 624  | Marca Genérica | Fabricante Padrão |
|        625 | Produto 625  | Marca Genérica | Fabricante Padrão |
|        626 | Produto 626  | Marca Genérica | Fabricante Padrão |
|        627 | Produto 627  | Marca Genérica | Fabricante Padrão |
|        628 | Produto 628  | Marca Genérica | Fabricante Padrão |
|        629 | Produto 629  | Marca Genérica | Fabricante Padrão |
|        630 | Produto 630  | Marca Genérica | Fabricante Padrão |
|        631 | Produto 631  | Marca Genérica | Fabricante Padrão |
|        632 | Produto 632  | Marca Genérica | Fabricante Padrão |
|        633 | Produto 633  | Marca Genérica | Fabricante Padrão |
|        634 | Produto 634  | Marca Genérica | Fabricante Padrão |
|        635 | Produto 635  | Marca Genérica | Fabricante Padrão |
|        636 | Produto 636  | Marca Genérica | Fabricante Padrão |
|        637 | Produto 637  | Marca Genérica | Fabricante Padrão |
|        638 | Produto 638  | Marca Genérica | Fabricante Padrão |
|        639 | Produto 639  | Marca Genérica | Fabricante Padrão |
|        640 | Produto 640  | Marca Genérica | Fabricante Padrão |
|        641 | Produto 641  | Marca Genérica | Fabricante Padrão |
|        642 | Produto 642  | Marca Genérica | Fabricante Padrão |
|        643 | Produto 643  | Marca Genérica | Fabricante Padrão |
|        644 | Produto 644  | Marca Genérica | Fabricante Padrão |
|        645 | Produto 645  | Marca Genérica | Fabricante Padrão |
|        646 | Produto 646  | Marca Genérica | Fabricante Padrão |
|        647 | Produto 647  | Marca Genérica | Fabricante Padrão |
|        648 | Produto 648  | Marca Genérica | Fabricante Padrão |
|        649 | Produto 649  | Marca Genérica | Fabricante Padrão |
|        650 | Produto 650  | Marca Genérica | Fabricante Padrão |
|        651 | Produto 651  | Marca Genérica | Fabricante Padrão |
|        652 | Produto 652  | Marca Genérica | Fabricante Padrão |
|        653 | Produto 653  | Marca Genérica | Fabricante Padrão |
|        654 | Produto 654  | Marca Genérica | Fabricante Padrão |
|        655 | Produto 655  | Marca Genérica | Fabricante Padrão |
|        656 | Produto 656  | Marca Genérica | Fabricante Padrão |
|        657 | Produto 657  | Marca Genérica | Fabricante Padrão |
|        658 | Produto 658  | Marca Genérica | Fabricante Padrão |
|        659 | Produto 659  | Marca Genérica | Fabricante Padrão |
|        660 | Produto 660  | Marca Genérica | Fabricante Padrão |
|        661 | Produto 661  | Marca Genérica | Fabricante Padrão |
|        662 | Produto 662  | Marca Genérica | Fabricante Padrão |
|        663 | Produto 663  | Marca Genérica | Fabricante Padrão |
|        664 | Produto 664  | Marca Genérica | Fabricante Padrão |
|        665 | Produto 665  | Marca Genérica | Fabricante Padrão |
|        666 | Produto 666  | Marca Genérica | Fabricante Padrão |
|        667 | Produto 667  | Marca Genérica | Fabricante Padrão |
|        668 | Produto 668  | Marca Genérica | Fabricante Padrão |
|        669 | Produto 669  | Marca Genérica | Fabricante Padrão |
|        670 | Produto 670  | Marca Genérica | Fabricante Padrão |
|        671 | Produto 671  | Marca Genérica | Fabricante Padrão |
|        672 | Produto 672  | Marca Genérica | Fabricante Padrão |
|        673 | Produto 673  | Marca Genérica | Fabricante Padrão |
|        674 | Produto 674  | Marca Genérica | Fabricante Padrão |
|        675 | Produto 675  | Marca Genérica | Fabricante Padrão |
|        676 | Produto 676  | Marca Genérica | Fabricante Padrão |
|        677 | Produto 677  | Marca Genérica | Fabricante Padrão |
|        678 | Produto 678  | Marca Genérica | Fabricante Padrão |
|        679 | Produto 679  | Marca Genérica | Fabricante Padrão |
|        680 | Produto 680  | Marca Genérica | Fabricante Padrão |
|        681 | Produto 681  | Marca Genérica | Fabricante Padrão |
|        682 | Produto 682  | Marca Genérica | Fabricante Padrão |
|        683 | Produto 683  | Marca Genérica | Fabricante Padrão |
|        684 | Produto 684  | Marca Genérica | Fabricante Padrão |
|        685 | Produto 685  | Marca Genérica | Fabricante Padrão |
|        686 | Produto 686  | Marca Genérica | Fabricante Padrão |
|        687 | Produto 687  | Marca Genérica | Fabricante Padrão |
|        688 | Produto 688  | Marca Genérica | Fabricante Padrão |
|        689 | Produto 689  | Marca Genérica | Fabricante Padrão |
|        690 | Produto 690  | Marca Genérica | Fabricante Padrão |
|        691 | Produto 691  | Marca Genérica | Fabricante Padrão |
|        692 | Produto 692  | Marca Genérica | Fabricante Padrão |
|        693 | Produto 693  | Marca Genérica | Fabricante Padrão |
|        694 | Produto 694  | Marca Genérica | Fabricante Padrão |
|        695 | Produto 695  | Marca Genérica | Fabricante Padrão |
|        696 | Produto 696  | Marca Genérica | Fabricante Padrão |
|        697 | Produto 697  | Marca Genérica | Fabricante Padrão |
|        698 | Produto 698  | Marca Genérica | Fabricante Padrão |
|        699 | Produto 699  | Marca Genérica | Fabricante Padrão |
|        700 | Produto 700  | Marca Genérica | Fabricante Padrão |
|        701 | Produto 701  | Marca Genérica | Fabricante Padrão |
|        702 | Produto 702  | Marca Genérica | Fabricante Padrão |
|        703 | Produto 703  | Marca Genérica | Fabricante Padrão |
|        704 | Produto 704  | Marca Genérica | Fabricante Padrão |
|        705 | Produto 705  | Marca Genérica | Fabricante Padrão |
|        706 | Produto 706  | Marca Genérica | Fabricante Padrão |
|        707 | Produto 707  | Marca Genérica | Fabricante Padrão |
|        708 | Produto 708  | Marca Genérica | Fabricante Padrão |
|        709 | Produto 709  | Marca Genérica | Fabricante Padrão |
|        710 | Produto 710  | Marca Genérica | Fabricante Padrão |
|        711 | Produto 711  | Marca Genérica | Fabricante Padrão |
|        712 | Produto 712  | Marca Genérica | Fabricante Padrão |
|        713 | Produto 713  | Marca Genérica | Fabricante Padrão |
|        714 | Produto 714  | Marca Genérica | Fabricante Padrão |
|        715 | Produto 715  | Marca Genérica | Fabricante Padrão |
|        716 | Produto 716  | Marca Genérica | Fabricante Padrão |
|        717 | Produto 717  | Marca Genérica | Fabricante Padrão |
|        718 | Produto 718  | Marca Genérica | Fabricante Padrão |
|        719 | Produto 719  | Marca Genérica | Fabricante Padrão |
|        720 | Produto 720  | Marca Genérica | Fabricante Padrão |
|        721 | Produto 721  | Marca Genérica | Fabricante Padrão |
|        722 | Produto 722  | Marca Genérica | Fabricante Padrão |
|        723 | Produto 723  | Marca Genérica | Fabricante Padrão |
|        724 | Produto 724  | Marca Genérica | Fabricante Padrão |
|        725 | Produto 725  | Marca Genérica | Fabricante Padrão |
|        726 | Produto 726  | Marca Genérica | Fabricante Padrão |
|        727 | Produto 727  | Marca Genérica | Fabricante Padrão |
|        728 | Produto 728  | Marca Genérica | Fabricante Padrão |
|        729 | Produto 729  | Marca Genérica | Fabricante Padrão |
|        730 | Produto 730  | Marca Genérica | Fabricante Padrão |
|        731 | Produto 731  | Marca Genérica | Fabricante Padrão |
|        732 | Produto 732  | Marca Genérica | Fabricante Padrão |
|        733 | Produto 733  | Marca Genérica | Fabricante Padrão |
|        734 | Produto 734  | Marca Genérica | Fabricante Padrão |
|        735 | Produto 735  | Marca Genérica | Fabricante Padrão |
|        736 | Produto 736  | Marca Genérica | Fabricante Padrão |
|        737 | Produto 737  | Marca Genérica | Fabricante Padrão |
|        738 | Produto 738  | Marca Genérica | Fabricante Padrão |
|        739 | Produto 739  | Marca Genérica | Fabricante Padrão |
|        740 | Produto 740  | Marca Genérica | Fabricante Padrão |
|        741 | Produto 741  | Marca Genérica | Fabricante Padrão |
|        742 | Produto 742  | Marca Genérica | Fabricante Padrão |
|        743 | Produto 743  | Marca Genérica | Fabricante Padrão |
|        744 | Produto 744  | Marca Genérica | Fabricante Padrão |
|        745 | Produto 745  | Marca Genérica | Fabricante Padrão |
|        746 | Produto 746  | Marca Genérica | Fabricante Padrão |
|        747 | Produto 747  | Marca Genérica | Fabricante Padrão |
|        748 | Produto 748  | Marca Genérica | Fabricante Padrão |
|        749 | Produto 749  | Marca Genérica | Fabricante Padrão |
|        750 | Produto 750  | Marca Genérica | Fabricante Padrão |
|        751 | Produto 751  | Marca Genérica | Fabricante Padrão |
|        752 | Produto 752  | Marca Genérica | Fabricante Padrão |
|        753 | Produto 753  | Marca Genérica | Fabricante Padrão |
|        754 | Produto 754  | Marca Genérica | Fabricante Padrão |
|        755 | Produto 755  | Marca Genérica | Fabricante Padrão |
|        756 | Produto 756  | Marca Genérica | Fabricante Padrão |
|        757 | Produto 757  | Marca Genérica | Fabricante Padrão |
|        758 | Produto 758  | Marca Genérica | Fabricante Padrão |
|        759 | Produto 759  | Marca Genérica | Fabricante Padrão |
|        760 | Produto 760  | Marca Genérica | Fabricante Padrão |
|        761 | Produto 761  | Marca Genérica | Fabricante Padrão |
|        762 | Produto 762  | Marca Genérica | Fabricante Padrão |
|        763 | Produto 763  | Marca Genérica | Fabricante Padrão |
|        764 | Produto 764  | Marca Genérica | Fabricante Padrão |
|        765 | Produto 765  | Marca Genérica | Fabricante Padrão |
|        766 | Produto 766  | Marca Genérica | Fabricante Padrão |
|        767 | Produto 767  | Marca Genérica | Fabricante Padrão |
|        768 | Produto 768  | Marca Genérica | Fabricante Padrão |
|        769 | Produto 769  | Marca Genérica | Fabricante Padrão |
|        770 | Produto 770  | Marca Genérica | Fabricante Padrão |
|        771 | Produto 771  | Marca Genérica | Fabricante Padrão |
|        772 | Produto 772  | Marca Genérica | Fabricante Padrão |
|        773 | Produto 773  | Marca Genérica | Fabricante Padrão |
|        774 | Produto 774  | Marca Genérica | Fabricante Padrão |
|        775 | Produto 775  | Marca Genérica | Fabricante Padrão |
|        776 | Produto 776  | Marca Genérica | Fabricante Padrão |
|        777 | Produto 777  | Marca Genérica | Fabricante Padrão |
|        778 | Produto 778  | Marca Genérica | Fabricante Padrão |
|        779 | Produto 779  | Marca Genérica | Fabricante Padrão |
|        780 | Produto 780  | Marca Genérica | Fabricante Padrão |
|        781 | Produto 781  | Marca Genérica | Fabricante Padrão |
|        782 | Produto 782  | Marca Genérica | Fabricante Padrão |
|        783 | Produto 783  | Marca Genérica | Fabricante Padrão |
|        784 | Produto 784  | Marca Genérica | Fabricante Padrão |
|        785 | Produto 785  | Marca Genérica | Fabricante Padrão |
|        786 | Produto 786  | Marca Genérica | Fabricante Padrão |
|        787 | Produto 787  | Marca Genérica | Fabricante Padrão |
|        788 | Produto 788  | Marca Genérica | Fabricante Padrão |
|        789 | Produto 789  | Marca Genérica | Fabricante Padrão |
|        790 | Produto 790  | Marca Genérica | Fabricante Padrão |
|        791 | Produto 791  | Marca Genérica | Fabricante Padrão |
|        792 | Produto 792  | Marca Genérica | Fabricante Padrão |
|        793 | Produto 793  | Marca Genérica | Fabricante Padrão |
|        794 | Produto 794  | Marca Genérica | Fabricante Padrão |
|        795 | Produto 795  | Marca Genérica | Fabricante Padrão |
|        796 | Produto 796  | Marca Genérica | Fabricante Padrão |
|        797 | Produto 797  | Marca Genérica | Fabricante Padrão |
|        798 | Produto 798  | Marca Genérica | Fabricante Padrão |
|        799 | Produto 799  | Marca Genérica | Fabricante Padrão |
|        800 | Produto 800  | Marca Genérica | Fabricante Padrão |
|        861 | Produto 861  | Marca Genérica | Fabricante Padrão |
|        862 | Produto 862  | Marca Genérica | Fabricante Padrão |
|        863 | Produto 863  | Marca Genérica | Fabricante Padrão |
|        864 | Produto 864  | Marca Genérica | Fabricante Padrão |
|        865 | Produto 865  | Marca Genérica | Fabricante Padrão |
|        866 | Produto 866  | Marca Genérica | Fabricante Padrão |
|        867 | Produto 867  | Marca Genérica | Fabricante Padrão |
|        868 | Produto 868  | Marca Genérica | Fabricante Padrão |
|        869 | Produto 869  | Marca Genérica | Fabricante Padrão |
|        871 | Produto 871  | Marca Genérica | Fabricante Padrão |
|        872 | Produto 872  | Marca Genérica | Fabricante Padrão |
|        873 | Produto 873  | Marca Genérica | Fabricante Padrão |
|        874 | Produto 874  | Marca Genérica | Fabricante Padrão |
|        875 | Produto 875  | Marca Genérica | Fabricante Padrão |
|        876 | Produto 876  | Marca Genérica | Fabricante Padrão |
|        877 | Produto 877  | Marca Genérica | Fabricante Padrão |
|        878 | Produto 878  | Marca Genérica | Fabricante Padrão |
|        879 | Produto 879  | Marca Genérica | Fabricante Padrão |
|        880 | Produto 880  | Marca Genérica | Fabricante Padrão |
|        881 | Produto 881  | Marca Genérica | Fabricante Padrão |
|        882 | Produto 882  | Marca Genérica | Fabricante Padrão |
|        883 | Produto 883  | Marca Genérica | Fabricante Padrão |
|        884 | Produto 884  | Marca Genérica | Fabricante Padrão |
|        885 | Produto 885  | Marca Genérica | Fabricante Padrão |
|        886 | Produto 886  | Marca Genérica | Fabricante Padrão |
|        887 | Produto 887  | Marca Genérica | Fabricante Padrão |
|        888 | Produto 888  | Marca Genérica | Fabricante Padrão |
|        889 | Produto 889  | Marca Genérica | Fabricante Padrão |
|        890 | Produto 890  | Marca Genérica | Fabricante Padrão |
|        891 | Produto 891  | Marca Genérica | Fabricante Padrão |
